Repositorio;Nome;Estrelas;Anos;nº Releases;média CBO;desvio padão CBO;média LCOM;desvio padão LCOM;DIT máximo;LOC Total
apple/pkl;pkl;9171;0.17;3;;;;;;
Justson/AgentWeb;AgentWeb;9108;6.87;21;5.3984375;7.333932100762438;18.79296875;98.96866666683715;9.0;11320.0
crossoverJie/cim;cim;9105;5.84;7;4.829545454545454;5.358132287613871;18.994318181818183;87.90661995181766;7.0;7280.0
android/testing-samples;testing-samples;9093;9.45;0;5.571428571428571;3.519624284215691;3.1904761904761907;6.837355710110157;3.0;1809.0
GcsSloop/AndroidNote;AndroidNote;9062;8.22;0;4.875;5.599944196150529;8.125;11.920963677488494;2.0;402.0
navasmdc/MaterialDesignLibrary;MaterialDesignLibrary;9011;9.48;3;4.536585365853658;4.467211499825824;6.7560975609756095;18.789307400110513;6.0;2927.0
ssssssss-team/spider-flow;spider-flow;8966;3.99;2;5.385093167701863;5.153617931739879;20.32919254658385;49.63028233037507;43.0;8748.0
didi/VirtualAPK;VirtualAPK;8946;6.73;4;4.895705521472393;6.149081927517246;17.57668711656442;66.07616869951221;17.0;7981.0
huanghaibin-dev/CalendarView;CalendarView;8937;7.04;0;6.568181818181818;7.1044087696966125;53.18181818181818;389.0180541923515;5.0;11557.0
cats-oss/android-gpuimage;android-gpuimage;8874;11.47;0;2.9607843137254903;3.736207494729851;11.300653594771243;53.99867887119325;7.0;6341.0
nathanmarz/storm;storm;8848;12.52;0;4.425381903642773;5.145361932215416;33.070505287896594;133.06301030613497;20.0;60552.0
laobie/StatusBarUtil;StatusBarUtil;8825;8.1;0;4.151515151515151;3.4738958317385444;22.545454545454547;122.59222648475864;3.0;1036.0
awsdocs/aws-doc-sdk-examples;aws-doc-sdk-examples;8800;7.59;0;6.691588785046729;5.610256320386348;6.522029372496662;26.43345390474447;5.0;64718.0
signalapp/Signal-Server;Signal-Server;8793;10.29;0;8.739002932551319;12.495681122239448;16.236559139784948;96.97215063469339;15.0;47899.0
PaperMC/Paper;Paper;8726;8.17;1;13.892857142857142;24.956160541629636;5.142857142857143;12.827744166772396;2.0;1102.0
chrisbanes/Android-PullToRefresh;Android-PullToRefresh;8717;12.32;0;6.024390243902439;5.812047222870822;55.84146341463415;368.5953055267999;7.0;3567.0
firebase/quickstart-android;quickstart-android;8702;7.91;0;5.185344827586207;5.597501818242837;4.25;14.119181743410214;3.0;6665.0
zfile-dev/zfile;zfile;8686;4.59;61;6.95970695970696;6.748913025099263;5.091575091575091;21.11738608244363;6.0;6839.0
Freelander/Android_Data;Android_Data;8676;8.97;0;2.0;2.0;3.0;3.0;1.0;116.0
Blankj/awesome-java-leetcode;awesome-java-leetcode;8655;6.93;0;1.6805555555555556;0.5483913061777675;1.1666666666666667;0.6871842709362768;1.0;1772.0
KunMinX/Jetpack-MVVM-Best-Practice;Jetpack-MVVM-Best-Practice;8622;4.39;0;4.840336134453781;5.057622906746365;12.0;68.67742158303643;6.0;3691.0
chrisjenx/Calligraphy;Calligraphy;8589;10.26;4;5.72;4.960000000000001;11.36;26.39981818119208;3.0;968.0
facebook/buck;buck;8573;10.93;57;8.366317423360497;10.421318489793652;28.41521148622429;256.68063026667534;27.0;359933.0
ybq/Android-SpinKit;Android-SpinKit;8563;8.01;0;4.816901408450704;3.5097845492036974;21.52112676056338;133.61916232178478;9.0;1812.0
json-path/JsonPath;JsonPath;8559;13.17;10;4.557065217391305;4.796625180914335;29.29076086956522;118.77007711956026;13.0;16468.0
junit-team/junit4;junit4;8498;15.2;13;3.8681169272603673;4.186542056090649;12.961250849762067;130.49493920424163;14.0;32945.0
SonarSource/sonarqube;sonarqube;8477;13.22;47;7.124909747292419;8.381461576402774;24.90974729241877;174.43713031366372;10.0;394950.0
seven332/EhViewer;EhViewer;8451;9.86;97;7.144758735440932;10.19187027082528;45.26289517470882;450.0789327382247;16.0;44372.0
shwenzhang/AndResGuard;AndResGuard;8445;8.45;4;3.5303030303030303;4.523406121328889;22.37878787878788;43.99991912923531;4.0;6506.0
dropwizard/dropwizard;dropwizard;8444;13.18;161;5.939767779390421;5.818617879225963;19.141509433962263;216.90396269244104;13.0;39954.0
airbnb/epoxy;epoxy;8431;7.62;76;7.19672131147541;6.329011193924727;138.77377049180328;319.91743499480026;18.0;43286.0
roughike/BottomBar;BottomBar;8422;8.02;4;4.909090909090909;6.781720691475732;61.666666666666664;329.5069472451655;4.0;2834.0
react-native-image-picker/react-native-image-picker;react-native-image-picker;8339;8.79;131;5.818181818181818;5.951595383030148;62.81818181818182;190.77441136865772;2.0;799.0
spring-projects/spring-security;spring-security;8330;12.2;177;7.275751879699248;7.70050862484378;10.83139097744361;60.879082913682645;18.0;207589.0
provectus/kafka-ui;kafka-ui;8265;4.32;24;7.241715399610136;7.300034352031158;17.113060428849902;86.04427259829127;7.0;18126.0
apache/shenyu;shenyu;8246;5.7;10;5.775321676014516;5.91482471890892;17.590564170240846;66.45573857652171;5.0;117288.0
hs-web/hsweb-framework;hsweb-framework;8245;8.18;27;6.167281672816729;6.1633413818756715;10.97539975399754;37.94635152540873;8.0;23410.0
java-native-access/jna;jna;8218;12.9;0;4.867884451996601;6.601662726132359;44.73831775700935;511.59454561302095;125.0;106467.0
LawnchairLauncher/lawnchair;lawnchair;8200;7.06;25;9.396759259259259;13.334530802387524;85.30185185185185;954.1705427365699;17.0;146493.0
florent37/MaterialViewPager;MaterialViewPager;8166;8.92;11;4.545454545454546;4.788502069135577;9.386363636363637;26.17963808789616;3.0;1616.0
alibaba/atlas;atlas;8117;7.07;7;5.638559708295351;6.718061542452938;29.88422971741112;157.45249836320494;13.0;157514.0
checkstyle/checkstyle;checkstyle;8093;10.56;144;;;;;;
google/tsunami-security-scanner;tsunami-security-scanner;8073;3.8;20;6.124087591240876;5.922178105273089;13.828467153284672;50.525448453685215;5.0;7810.0
guolindev/LitePal;LitePal;8061;11.09;0;5.009950248756219;5.149496473236297;49.44776119402985;248.25001141315084;6.0;11830.0
hs-web/hsweb-framework;hsweb-framework;8245;8.18;27;6.167281672816729;6.1633413818756715;10.97539975399754;37.94635152540873;8.0;23410.0
java-native-access/jna;jna;8218;12.9;0;4.867884451996601;6.601662726132359;44.73831775700935;511.59454561302095;125.0;106467.0
LawnchairLauncher/lawnchair;lawnchair;8200;7.06;25;9.396759259259259;13.334530802387524;85.30185185185185;954.1705427365699;17.0;146493.0
florent37/MaterialViewPager;MaterialViewPager;8166;8.92;11;4.545454545454546;4.788502069135577;9.386363636363637;26.17963808789616;3.0;1616.0
alibaba/atlas;atlas;8117;7.07;7;5.638559708295351;6.718061542452938;29.88422971741112;157.45249836320494;13.0;157514.0
checkstyle/checkstyle;checkstyle;8093;10.56;144;;;;;;
google/tsunami-security-scanner;tsunami-security-scanner;8073;3.8;20;6.124087591240876;5.922178105273089;13.828467153284672;50.525448453685215;5.0;7810.0
guolindev/LitePal;LitePal;8061;11.09;0;5.009950248756219;5.149496473236297;49.44776119402985;248.25001141315084;6.0;11830.0
Netflix/SimianArmy;SimianArmy;7956;11.72;4;5.845901639344262;7.301416295812163;25.160655737704918;111.82171301321293;5.0;16056.0
alibaba/otter;otter;7940;10.62;10;4.613425925925926;5.381246470073037;32.44444444444444;252.44114336652322;7.0;68151.0
barteksc/AndroidPdfViewer;AndroidPdfViewer;7931;7.81;0;4.947368421052632;8.198033680870491;76.78947368421052;436.5905680379764;4.0;3328.0
JakeWharton/hugo;hugo;7918;10.33;0;5.714285714285714;3.9175169145148825;27.714285714285715;40.294325320834254;2.0;384.0
Team-xManager/xManager;xManager;7881;3.12;45;1.6709886547811994;2.896991872182038;10.345218800648299;216.44799222015266;7.0;41668.0
HannahMitt/HomeMirror;HomeMirror;7872;8.59;0;2.727272727272727;4.906845726760308;5.348484848484849;35.13415519605786;2.0;1719.0
ChrisRM/material-theme-jetbrains;material-theme-jetbrains;7862;8.5;17;4.330532212885154;4.93628797097938;84.42296918767506;633.5332497351937;10.0;14517.0
aritraroy/UltimateAndroidReference;UltimateAndroidReference;7797;6.95;0;1.0;0.0;0.0;0.0;1.0;22.0
karatelabs/karate;karate;7796;7.12;51;6.603942652329749;6.84616829312474;116.56989247311827;631.9696138148519;8.0;39243.0
Tencent/Hippy;Hippy;7780;4.35;108;5.487179487179487;7.828356722057596;95.68076923076923;708.3089083374412;11.0;55568.0
davemorrissey/subsampling-scale-image-view;subsampling-scale-image-view;7760;10.58;21;5.625;6.573172538601297;79.72222222222223;636.5520887785971;5.0;4262.0
flyway/flyway;flyway;7727;11.27;212;5.830536912751678;5.7527180952604295;51.01845637583892;551.4244409607651;6.0;25546.0
trello/RxLifecycle;RxLifecycle;7716;8.68;22;6.432098765432099;6.126119492764413;1.4074074074074074;4.039245063854266;7.0;2368.0
testcontainers/testcontainers-java;testcontainers-java;7693;8.95;73;5.489051094890511;4.95642833345141;22.656934306569344;192.04565066922626;13.0;27816.0
facebook/litho;litho;7639;7.15;54;7.297852474323062;8.970747411092548;42.01213818860878;332.3508473792288;10.0;93210.0
wildfirechat/im-server;im-server;7630;5.16;92;6.697198275862069;7.858933577650855;113.98814655172414;395.65731927913447;77.0;153189.0
vipshop/vjtools;vjtools;7597;5.82;9;3.134564643799472;3.468720842437525;26.30079155672823;106.66540427444332;6.0;18382.0
kaushikgopal/RxJava-Android-Samples;RxJava-Android-Samples;7552;9.67;0;6.627906976744186;7.110500770033642;9.19767441860465;25.200968866314906;4.0;2633.0
StarRocks/starrocks;starrocks;7551;2.55;99;7.513408239700374;16.35637547627777;124.58322097378277;2058.2226423837355;33.0;547806.0
gedoor/MyBookshelf;MyBookshelf;7523;5.78;165;6.334828101644245;7.729643065570595;58.66218236173393;338.35723697075537;6.0;48096.0
junixapp/XPopup;XPopup;7507;5.29;221;4.704918032786885;6.310398034509163;22.901639344262296;135.65499935413942;9.0;12348.0
koush/AndroidAsync;AndroidAsync;7491;11.58;0;3.613259668508287;5.017975887554534;19.44014732965009;84.03278984662708;29.0;18086.0
goldze/MVVMHabit;MVVMHabit;7490;6.67;3;3.58307210031348;3.82023509811018;15.764890282131661;73.93891757523905;4.0;9110.0
google/android-classyshark;android-classyshark;7458;8.45;17;3.169811320754717;3.558067363137825;10.25;27.503837639603322;7.0;8714.0
apache/beam;beam;7440;8.14;37;7.408850470906979;8.045600850993182;18.354212359695524;153.62611716220152;38.0;686191.0
lecho/hellocharts-android;hellocharts-android;7424;9.45;14;6.30718954248366;6.468911118231331;40.294117647058826;149.5832066678339;5.0;10995.0
CatVodTVOfficial/TVBoxOSC;TVBoxOSC;7402;1.75;0;4.34375;5.7777016137474595;33.390625;337.49977394379005;7.0;22428.0
beemdevelopment/Aegis;Aegis;7391;7.6;56;7.382926829268293;9.135147947298735;21.4;125.15512715689492;8.0;21076.0
kevin-wayne/algs4;algs4;7368;8.56;0;4.029090909090909;2.5021934179488294;45.556363636363635;244.17726702588718;3.0;21791.0
swagger-api/swagger-core;swagger-core;7328;12.72;103;4.9341906202723145;6.834507674055233;48.10136157337367;734.3488014505042;9.0;38136.0
dyc87112/SpringCloud-Learning;SpringCloud-Learning;7325;7.59;0;5.878205128205129;5.832428078532624;28.733974358974358;87.63716208935719;4.0;13492.0
leolin310148/ShortcutBadger;ShortcutBadger;7323;10.36;0;5.290322580645161;4.516589838241843;3.4838709677419355;7.409109335449235;3.0;885.0
square/dagger;dagger;7318;11.64;0;3.1748768472906406;2.943048812861022;5.987684729064039;45.30691555494121;8.0;8043.0
yuanguangxin/LeetCode;LeetCode;7298;4.2;0;;;;;;
Bearded-Hen/Android-Bootstrap;Android-Bootstrap;7290;10.39;5;6.962025316455696;8.268352104924212;31.39240506329114;77.39646701803576;4.0;10389.0
flowable/flowable-engine;flowable-engine;7285;7.44;26;6.6074141253826095;9.519230204855223;150.33680988550051;3087.0500953804567;10.0;502799.0
Tencent/Shadow;Shadow;7267;4.78;5;4.235905044510385;4.104981973149886;17.207715133531156;94.65085708855666;8.0;21846.0
pedant/sweet-alert-dialog;sweet-alert-dialog;7254;9.43;2;4.375;5.360445410597892;31.0625;86.12524945537169;2.0;943.0
abel533/Mapper;Mapper;7249;9.34;5;4.917808219178082;4.380071384473446;31.710045662100455;148.5945433079935;4.0;17841.0
crazycodeboy/TakePhoto;TakePhoto;7236;8.64;15;5.054545454545455;5.756950524265687;10.89090909090909;22.374232522965688;3.0;2403.0
apache/tomcat;tomcat;7232;12.48;0;4.542461005199307;5.895017386910769;150.95212305025996;2111.5545950120404;46.0;361513.0
google/closure-compiler;closure-compiler;7226;9.94;0;6.523321554770318;8.117205927954183;1177.7554770318022;29231.130140679463;38.0;313782.0
Nightonke/BoomMenu;BoomMenu;5802;8.01;0;5.6347826086956525;6.71964082215917;227.6695652173913;2069.2317529302013;5.0;7710.0
jeremylong/DependencyCheck;DependencyCheck;5801;11.55;68;6.734939759036145;7.040190425071655;74.83534136546184;688.8123101326988;10.0;40309.0
confluentinc/ksql;ksql;5795;7.48;8;7.543760129659644;9.509831854812461;25.57090761750405;201.6235706929667;9.0;118357.0
JakeWharton/DiskLruCache;DiskLruCache;5784;12.22;0;3.25;2.8613807855648994;11.0;24.5017006212494;3.0;1937.0
Devlight/InfiniteCycleViewPager;InfiniteCycleViewPager;5762;7.59;2;5.048780487804878;6.4048427543470545;102.53658536585365;507.21194384456703;6.0;3564.0
yarolegovich/DiscreteScrollView;DiscreteScrollView;5742;7.05;2;4.228571428571429;4.795349220824263;19.114285714285714;101.03222628596937;3.0;3698.0
springside/springside4;springside4;5738;12.08;3;3.165079365079365;3.3747032194102657;24.784126984126985;108.83830034074973;6.0;12842.0
Vedenin/useful-java-links;useful-java-links;5736;8.11;0;2.3041825095057034;2.48467959639232;1.832699619771863;6.843897335207972;2.0;5967.0
hibernate/hibernate-orm;hibernate-orm;5722;13.47;31;6.647428982380439;8.840755346365562;68.25404530744336;1635.383430723863;30.0;951360.0
btraceio/btrace;btrace;5699;9.57;31;4.898950131233596;4.994382560987105;100.51443569553805;1556.4937194253334;9.0;39718.0
JakeWharton/u2020;u2020;5681;10.36;0;6.2164179104477615;8.057963466555053;23.619402985074625;183.89844677974253;7.0;4806.0
apache/incubator-kie-drools;incubator-kie-drools;5669;13.1;4;;;;;;
amitshekhariitbhu/Fast-Android-Networking;Fast-Android-Networking;5645;8.01;8;3.219130434782609;4.592316752675038;13.768695652173912;100.39418168245598;18.0;19596.0
AntennaPod/AntennaPod;AntennaPod;5614;11.65;53;7.609090909090909;9.311027979267196;21.593506493506492;98.96751249406516;8.0;49012.0
amlcurran/ShowcaseView;ShowcaseView;5595;11.61;13;5.384615384615385;5.548921746103354;17.815384615384616;117.95695333568382;4.0;2086.0
kestra-io/kestra;kestra;5594;4.58;64;8.107266435986158;7.984885102835385;9.84083044982699;57.86349460251128;6.0;36119.0
hanks-zyh/HTextView;HTextView;5592;8.26;0;4.197802197802198;4.05787737567797;3.4835164835164836;8.515483812292794;3.0;3076.0
hongyangAndroid/FlowLayout;FlowLayout;5584;8.57;0;4.323529411764706;3.7551579291242008;5.0;15.770411610130573;3.0;810.0
PojavLauncherTeam/PojavLauncher;PojavLauncher;5583;4.03;124;6.1120448179271705;7.923570165402625;132.9047619047619;1682.7968655335656;6.0;24385.0
knightliao/disconf;disconf;5572;9.82;12;4.437647058823529;5.1235552103085205;12.616470588235295;68.1350645617759;7.0;14009.0
nhaarman/ListViewAnimations;ListViewAnimations;5572;11.02;14;6.474452554744525;5.481329014572754;10.459854014598541;44.89371301854891;6.0;5697.0
gz-yami/mall4cloud;mall4cloud;5556;2.63;4;5.598470363288719;6.791581615073746;49.443594646271514;141.34668528749808;4.0;19166.0
wasabeef/Blurry;Blurry;5538;8.67;0;5.142857142857143;4.372922247146848;0.6428571428571429;1.5402756180605586;1.0;636.0
emilsjolander/StickyListHeaders;StickyListHeaders;5515;12.04;16;4.813953488372093;6.8683832901995565;3.9767441860465116;15.347885805608573;3.0;2112.0
Nepxion/Discovery;Discovery;5508;5.75;128;4.7828220858895705;5.046843088968151;18.60368098159509;112.44583147954052;6.0;25572.0
ffay/lanproxy;lanproxy;5508;7.34;1;4.238095238095238;3.857436790681645;8.206349206349206;26.953315742758786;4.0;2668.0
vavr-io/vavr;vavr;5498;10.15;16;8.550079491255962;10.740298428234869;1212.5945945945946;9825.898003567154;9.0;64440.0
sockeqwe/mosby;mosby;5494;9.0;15;5.380664652567976;5.679782413010494;9.637462235649547;27.95488896641707;10.0;17138.0
AriaLyy/Aria;Aria;5487;8.09;26;5.9526315789473685;6.601863247443871;44.35263157894737;360.0352568531105;7.0;42723.0
alibaba/freeline;freeline;5485;7.64;22;3.8;4.607240678178932;13.866666666666667;63.30102099697334;14.0;5357.0
pig-mesh/pig;pig;5460;4.58;15;7.179775280898877;6.400600038150934;5.50561797752809;50.84242535156382;5.0;7341.0
dm77/barcodescanner;barcodescanner;5454;10.08;6;5.287671232876712;6.2207770559298625;11.821917808219178;32.60025315716203;5.0;2796.0
scribejava/scribejava;scribejava;5420;13.55;9;4.208502024291498;3.9841600061304447;10.935222672064777;89.82407374947108;6.0;12671.0
TommyLemon/Android-ZBLibrary;Android-ZBLibrary;5414;8.59;25;5.377358490566038;6.400844328427893;26.666666666666668;131.40348667471702;5.0;14727.0
apache/dubbo-spring-boot-project;dubbo-spring-boot-project;5404;6.18;13;7.228915662650603;5.073734161570234;12.759036144578314;73.17689252128012;2.0;1860.0
Evernote/android-job;android-job;5386;8.59;31;6.994708994708994;6.039111811861284;32.00529100529101;135.03613066791377;30.0;10693.0
google/google-java-format;google-java-format;5383;8.87;26;5.759036144578313;9.766046864527086;64.51807228915662;342.1155431343558;6.0;12900.0
jgilfelt/SystemBarTint;SystemBarTint;5367;10.35;3;8.0;4.876246279442598;22.555555555555557;35.0622022224982;3.0;807.0
motianhuo/wechat;wechat;5352;8.83;0;5.2362204724409445;7.259266890940957;15.453543307086614;96.4559658786677;6.0;34426.0
danikula/AndroidVideoCache;AndroidVideoCache;5347;8.98;20;4.8311688311688314;4.860128258161687;14.324675324675324;34.021552205991064;4.0;3217.0
baidu/uid-generator;uid-generator;5331;6.99;0;2.88;3.3144531977386555;11.72;20.7702094356316;4.0;873.0
KeepSafe/TapTargetView;TapTargetView;5319;7.53;23;4.512820512820513;6.9793534153236205;45.58974358974359;216.14343741097412;3.0;1948.0
evant/gradle-retrolambda;gradle-retrolambda;5311;10.64;37;4.6;3.5327043465311387;2.16;8.825780418750515;2.0;623.0
h6ah4i/android-advancedrecyclerview;android-advancedrecyclerview;5306;9.16;1;6.60506329113924;7.121084733438043;32.02278481012658;194.41286353060303;25.0;20692.0
dromara/lamp-cloud;lamp-cloud;5298;6.18;0;7.869908015768726;6.091302786493426;7.3469119579500655;34.663700926890144;4.0;17131.0
facebookarchive/shimmer-android;shimmer-android;5286;9.07;5;8.571428571428571;6.161102472242236;18.0;22.665266063169998;3.0;885.0
apache/hive;hive;5285;14.85;0;6.9429526851667;12.692104970984412;99.10206628069474;2743.2360206982307;47.0;2031420.0
WeiYe-Jing/datax-web;datax-web;5273;4.34;5;5.041009463722397;5.4113057477663835;13.239747634069401;63.95764023982375;5.0;13801.0
vespa-engine/vespa;vespa;5269;7.8;132;6.179187245472662;7.407503395691123;39.96057534009184;340.0809863767982;67.0;610182.0
socketio/socket.io-client-java;socket.io-client-java;5253;10.9;5;1.9213973799126638;2.7931490991574615;4.109170305676856;32.496037430071155;4.0;5650.0
zhanglei-workspace/shopping-management-system;shopping-management-system;4775;8.35;0;3.515463917525773;3.572845474517549;76.3298969072165;589.7053382948059;4.0;5353.0
saiwu-bigkoo/Android-ConvenientBanner;Android-ConvenientBanner;4774;9.25;0;4.827586206896552;5.2658232189851235;7.793103448275862;19.803133347241005;3.0;848.0
brianfrankcooper/YCSB;YCSB;4768;13.93;55;6.9914529914529915;7.466158094511169;7.67948717948718;19.26501651376081;5.0;22046.0
etsy/AndroidStaggeredGrid;AndroidStaggeredGrid;4763;10.29;7;5.861111111111111;6.494240088030905;155.88888888888889;657.6444825527686;7.0;4010.0
nayuki/QR-Code-generator;QR-Code-generator;4758;7.94;3;3.9473684210526314;3.561101015586794;19.57894736842105;25.588475591611413;5.0;1825.0
alibaba/jetcache;jetcache;4730;6.95;64;6.0067415730337075;6.3957464403086774;15.773033707865169;111.07713765115732;6.0;17979.0
cglib/cglib;cglib;4728;9.99;15;3.216867469879518;5.338835950253661;261.7971887550201;5172.969417987103;15.0;17670.0
lugg/react-native-config;react-native-config;4726;8.08;23;4.565217391304348;2.9902171937477218;1.9565217391304348;3.223261390060981;3.0;428.0
hongyangAndroid/baseAdapter;baseAdapter;4720;8.64;0;4.88;4.806828476240858;18.28;76.57598579189171;3.0;1563.0
pardom-zz/ActiveAndroid;ActiveAndroid;4710;11.35;0;5.435483870967742;5.496688057783392;22.080645161290324;79.45891581697785;6.0;3158.0
xuexiangjys/XUI;XUI;4689;5.21;23;5.732487922705314;6.434662894345266;52.74094202898551;352.06322673411415;9.0;90921.0
spring-attic/spring-security-oauth;spring-security-oauth;4688;12.66;0;6.064064064064064;6.462945889412148;13.3993993993994;72.74280139501387;24.0;35204.0
kyleduo/SwitchButton;SwitchButton;4680;9.54;0;4.37037037037037;6.09886539629176;82.48148148148148;409.09207243741423;3.0;1543.0
gabrielemariotti/cardslib;cardslib;4668;10.51;27;5.901356350184956;6.104526075315806;18.620221948212084;104.3180841162589;20.0;32257.0
gunnarmorling/1brc;1brc;4666;0.23;0;3.2983333333333333;2.6222122763464863;7.58;23.507309501514627;5.0;53431.0
NekoX-Dev/NekoX;NekoX;4661;3.97;187;6.401541623843782;12.882998575628848;52.107502569373075;715.8292932941176;1520.0;1098115.0
apache/ignite;ignite;4659;9.09;0;5.540176009183088;8.728279368263358;458.1453032332122;58945.38084448604;59.0;1102645.0
ronmamo/reflections;reflections;4654;10.94;3;2.771573604060914;5.4319606972212195;13.65989847715736;71.1835481619433;5.0;4782.0
line/armeria;armeria;4636;8.35;230;6.40885369803851;6.492102653876044;37.00287925139464;254.45086297529795;24.0;259879.0
hansonwang99/Spring-Boot-In-Action;Spring-Boot-In-Action;4635;5.15;0;3.8656716417910446;3.327387583523575;6.007462686567164;15.55034974346655;4.0;2714.0
techGay/v9porn;v9porn;4631;5.95;9;4.925876010781671;7.062764741653755;49.703504043126685;524.1421187117743;5.0;24718.0
pmd/pmd;pmd;4617;11.7;90;5.341509433962264;7.366609074601234;25.413477088948788;192.32753097637325;28.0;120072.0
romandanylyk/PageIndicatorView;PageIndicatorView;4616;7.59;14;5.513888888888889;5.51511321419897;22.805555555555557;160.8668047113036;4.0;3532.0
graphhopper/graphhopper;graphhopper;4604;12.1;41;6.664244186046512;8.426791473925551;30.574127906976745;162.51731222394514;8.0;93666.0
xuchengsheng/spring-reading;spring-reading;4594;0.52;0;2.605911330049261;2.0201849722703367;0.541871921182266;3.49834168220712;2.0;2080.0
201206030/novel;novel;4593;4.36;10;4.33502538071066;5.516881487265563;20.934010152284262;67.79680532925344;4.0;4419.0
firebase/FirebaseUI-Android;FirebaseUI-Android;4587;8.71;65;10.114186851211073;8.691409240221263;12.370242214532873;34.374458615833404;17.0;13829.0
go-lang-plugin-org/go-lang-idea-plugin;go-lang-idea-plugin;4568;13.57;21;8.120141342756185;8.866484157927449;110.02915194346289;2011.4471488315044;24.0;45363.0
chentao0707/SimplifyReader;SimplifyReader;4568;8.6;0;4.556962025316456;7.010384404930092;60.29430379746835;341.6442215884361;7.0;34709.0
tuguangquan/mybatis;mybatis;4562;9.39;0;3.734359961501444;5.169940078304328;21.467757459095285;204.11235717177055;7.0;39118.0
danielzeller/Depth-LIB-Android-;Depth-LIB-Android-;4561;7.91;0;3.787037037037037;4.5826785914683486;13.351851851851851;54.262447763728694;3.0;3771.0
Fuzion24/JustTrustMe;JustTrustMe;4552;9.67;1;2.6153846153846154;4.261427379835244;1.6153846153846154;6.403586273313049;2.0;556.0
LWJGL/lwjgl3;lwjgl3;4542;11.25;18;6.6676944971537;6.937892679802657;1032.952205882353;19608.6853824186;18.0;898225.0
jdamcd/android-crop;android-crop;4542;10.03;6;4.290322580645161;5.472473925354388;26.483870967741936;79.12622458624999;3.0;1676.0
zhanghai/Douya;Douya;4542;8.14;11;5.603697749196141;6.350913484080687;28.39790996784566;198.51911964291742;14.0;44631.0
puniverse/quasar;quasar;4541;10.99;18;3.386953298739807;5.113102573090893;35.99703484062268;433.5198756353583;13.0;52770.0
querydsl/querydsl;querydsl;4539;12.64;35;5.203589108910891;6.188310362134337;42.900061881188115;572.7568775814289;23.0;98628.0
runelite/runelite;runelite;4538;7.9;0;6.18370230805464;8.347051685011074;41.1172868582195;1005.0764210967914;10.0;218294.0
Flipboard/bottomsheet;bottomsheet;4536;8.92;10;4.897058823529412;5.863997095643573;27.66176470588235;175.21311479705452;4.0;2578.0
javagrowing/JGrowing;JGrowing;4526;5.07;0;1.5263157894736843;1.6341236522378972;1.9473684210526316;4.28551641806785;1.0;329.0
apache/rocketmq-externals;rocketmq-externals;4525;7.03;0;5.774703557312253;5.794967867046885;16.1699604743083;90.10217502078793;4.0;9956.0
mik3y/usb-serial-for-android;usb-serial-for-android;4524;10.73;27;6.631578947368421;7.385694040122;36.80701754385965;86.79264230205013;5.0;7341.0
alibaba/QLExpress;QLExpress;4523;7.02;5;4.173252279635259;4.054013966466613;12.270516717325227;81.98489229965784;6.0;12251.0
Netflix/ribbon;ribbon;4512;11.19;41;4.385915492957746;5.968256304550117;13.377464788732395;99.85626881544151;6.0;21788.0
alibaba/dexposed;dexposed;4502;8.73;0;2.9166666666666665;3.1917863337009265;82.83333333333333;418.47809580271536;6.0;2414.0
HotBitmapGG/bilibili-android-client;bilibili-android-client;4481;7.81;1;4.92128801431127;6.307921117454189;42.7906976744186;172.94782171771186;6.0;38892.0
TheoKanning/openai-java;openai-java;4472;3.52;22;5.387878787878788;8.209076926506878;15.55151515151515;182.32021135189947;4.0;2783.0
zlt2000/microservices-platform;microservices-platform;4460;5.05;30;6.354570637119114;5.681923262634046;6.678670360110804;31.149213129138076;4.0;7987.0
Heeexy/SpringBoot-Shiro-Vue;SpringBoot-Shiro-Vue;4451;6.35;0;5.777777777777778;4.809969071536303;9.444444444444445;30.05591497012456;4.0;633.0
react-native-webrtc/react-native-webrtc;react-native-webrtc;4446;8.49;71;6.181818181818182;9.081965297440409;9.196969696969697;33.16315027665209;2.0;4003.0
etsy/AndroidStaggeredGrid;AndroidStaggeredGrid;4763;10.29;7;5.861111111111111;6.494240088030905;155.88888888888889;657.6444825527686;7.0;4010.0
nayuki/QR-Code-generator;QR-Code-generator;4758;7.94;3;3.9473684210526314;3.561101015586794;19.57894736842105;25.588475591611413;5.0;1825.0
traccar/traccar;traccar;4739;11.94;48;5.5770547945205475;4.641090891061929;5.791666666666667;48.59676454418402;5.0;66950.0
reactive-streams/reactive-streams-jvm;reactive-streams-jvm;4731;10.07;0;3.122004357298475;2.6433489338408687;20.335511982570807;127.82296726770707;7.0;15738.0
alibaba/jetcache;jetcache;4730;6.95;64;6.0067415730337075;6.3957464403086774;15.773033707865169;111.07713765115732;6.0;17979.0
cglib/cglib;cglib;4728;9.99;15;3.216867469879518;5.338835950253661;261.7971887550201;5172.969417987103;15.0;17670.0
lugg/react-native-config;react-native-config;4726;8.08;23;4.565217391304348;2.9902171937477218;1.9565217391304348;3.223261390060981;3.0;428.0
hongyangAndroid/baseAdapter;baseAdapter;4720;8.64;0;4.88;4.806828476240858;18.28;76.57598579189171;3.0;1563.0
pardom-zz/ActiveAndroid;ActiveAndroid;4710;11.35;0;5.435483870967742;5.496688057783392;22.080645161290324;79.45891581697785;6.0;3158.0
nisrulz/android-tips-tricks;android-tips-tricks;4708;7.58;0;1.0;0.0;0.0;0.0;1.0;22.0
